chunk_id,document_id,doc_type,procedure_code,section,chunk_title,char_count
C00209,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 4: Przekazanie sygnalu do wojewodzkich centrow zarzadzania kryzysowego,458
C00210,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 5: Uruchomienie syren i systemow alarmowych na obszarze zagrozonym,436
C00211,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 6: Emisja komunikatu do ludnosci w kanalach masowych,426
C00212,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 7: Koordynacja z operatorami lotnisk i zarzadca przestrzeni powietrznej,467
C00213,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 8: Odwolanie alarmu i komunikat o zakonczeniu zagrozenia,453
C00214,DOC-SPO-13,spo,SPO-13,5. Przebieg - kroki,SPO-13 krok 9: Analiza przebiegu alarmowania i wnioski,436
C00215,DOC-SPO-13,spo,SPO-13,6. Dokumenty wytwarzane,SPO-13 - dokumenty,422
C00216,DOC-SPO-13,spo,SPO-13,7. Wskazniki i czasy normatywne,SPO-13 - SLA i wskazniki,285
C00217,DOC-SPO-13,spo,SPO-13,8. Powiazania,SPO-13 - powiazania z innymi procedurami,335
C00218,DOC-SPO-14,spo,SPO-14,1. Cel procedury,SPO-14 - cel procedury,502
C00219,DOC-SPO-14,spo,SPO-14,2. Podstawa prawna,SPO-14 - podstawa prawna,317
C00220,DOC-SPO-14,spo,SPO-14,3. Przeslanki uruchomienia,SPO-14 - kiedy uruchomic,440
C00221,DOC-SPO-14,spo,SPO-14,4. Uczestnicy i odpowiedzialnosci,SPO-14 - kto odpowiada,461
C00222,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 1: Przyjecie i weryfikacja wniosku panstwa wysylajacego,444
C00223,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 2: Uzgodnienia z MSZ i MSWiA w zakresie zgod i kontroli,434
C00224,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 3: Przygotowanie projektu zgody wlasciwego organu,437
C00225,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 4: Ustalenie tras przemieszczania i harmonogramu,442
C00226,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 5: Zapewnienie wsparcia panstwa gospodarza w zakresie HNS,440
C00227,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 6: Koordynacja z zarzadcami drog i kolei oraz Policja,419
C00228,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 7: Odprawa graniczna i kontrola dokumentow,415
C00229,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 8: Monitorowanie przemieszczania i raportowanie,440
C00230,DOC-SPO-14,spo,SPO-14,5. Przebieg - kroki,SPO-14 krok 9: Rozliczenie pobytu i raport koncowy,425
C00231,DOC-SPO-14,spo,SPO-14,6. Dokumenty wytwarzane,SPO-14 - dokumenty,402
C00232,DOC-SPO-14,spo,SPO-14,7. Wskazniki i czasy normatywne,SPO-14 - SLA i wskazniki,278
C00233,DOC-SPO-14,spo,SPO-14,8. Powiazania,SPO-14 - powiazania z innymi procedurami,311
C00234,DOC-SPO-15,spo,SPO-15,1. Cel procedury,SPO-15 - cel procedury,604
C00235,DOC-SPO-15,spo,SPO-15,2. Podstawa prawna,SPO-15 - podstawa prawna,327
C00236,DOC-SPO-15,spo,SPO-15,3. Przeslanki uruchomienia,SPO-15 - kiedy uruchomic,473
C00237,DOC-SPO-15,spo,SPO-15,4. Uczestnicy i odpowiedzialnosci,SPO-15 - kto odpowiada,399
C00238,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 1: Przyjecie informacji o zdarzeniu masowym i ocena skali,441
C00239,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 2: Ustalenie liczby poszkodowanych i wynikow segregacji medycznej,447
C00240,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 3: Identyfikacja szpitali docelowych i wolnych miejsc specjalistycznych,462
C00241,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 4: Uruchomienie sil LPR i lotnictwa transportowego SZ RP,466
C00242,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 5: Wyznaczenie lotnisk i ladowisk operacyjnych,432
C00243,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 6: Koordynacja przestrzeni powietrznej i priorytetow lotow,449
C00244,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 7: Organizacja transportu naziemnego na obu koncach mostu,429
C00245,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 8: Zabezpieczenie medyczne w trakcie transportu,438
C00246,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 9: Ewidencja pacjentow i informacja dla rodzin,429
C00247,DOC-SPO-15,spo,SPO-15,5. Przebieg - kroki,SPO-15 krok 10: Raport z realizacji i rozliczenie kosztow,422
C00248,DOC-SPO-15,spo,SPO-15,6. Dokumenty wytwarzane,SPO-15 - dokumenty,470
C00249,DOC-SPO-15,spo,SPO-15,7. Wskazniki i czasy normatywne,SPO-15 - SLA i wskazniki,281
C00250,DOC-SPO-15,spo,SPO-15,8. Powiazania,SPO-15 - powiazania z innymi procedurami,350
C00251,DOC-SPO-16,spo,SPO-16,1. Cel procedury,SPO-16 - cel procedury,545
C00252,DOC-SPO-16,spo,SPO-16,2. Podstawa prawna,SPO-16 - podstawa prawna,341
C00253,DOC-SPO-16,spo,SPO-16,3. Przeslanki uruchomienia,SPO-16 - kiedy uruchomic,544
C00254,DOC-SPO-16,spo,SPO-16,4. Uczestnicy i odpowiedzialnosci,SPO-16 - kto odpowiada,521
C00255,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 1: Przyjecie zgloszenia incydentu i wstepna kwalifikacja,434
C00256,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,"SPO-16 krok 2: Ocena, czy incydent spelnia kryteria incydentu krytycznego",429
C00257,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 3: Zwolanie Zespolu do spraw Incydentow Krytycznych,426
C00258,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 4: Przygotowanie materialu sytuacyjnego o incydencie,432
C00259,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 5: Uzgodnienie rekomendacji dotyczacych stopni alarmowych,435
C00260,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 6: Koordynacja dzialan z operatorami uslug kluczowych,431
C00261,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 7: Obsluga posiedzenia i protokolowanie ustalen,415
C00262,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 8: Przekazanie rekomendacji do RZZK lub Prezesa Rady Ministrow,430
C00263,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 9: Komunikacja publiczna uzgodniona ze sluzbami,414
C00264,DOC-SPO-16,spo,SPO-16,5. Przebieg - kroki,SPO-16 krok 10: Raport po incydencie i wnioski do procedur,428
C00265,DOC-SPO-16,spo,SPO-16,6. Dokumenty wytwarzane,SPO-16 - dokumenty,449
C00266,DOC-SPO-16,spo,SPO-16,7. Wskazniki i czasy normatywne,SPO-16 - SLA i wskazniki,285
C00267,DOC-SPO-16,spo,SPO-16,8. Powiazania,SPO-16 - powiazania z innymi procedurami,328
C00268,DOC-WZK-02,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK dolnoslaskie - charakterystyka,361
C00269,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z02,WPZK dolnoslaskie - Powodz,480
C00270,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z07,WPZK dolnoslaskie - Zaklocenie w systemie energetycznym,517
C00271,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z19,WPZK dolnoslaskie - Silny mroz i intensywne opady sniegu,488
C00272,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z08,WPZK dolnoslaskie - Silny wiatr,463
C00273,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z01,WPZK dolnoslaskie - Epidemia,483
C00274,DOC-WZK-02,plan_wojewodzki,,2. Zagrozenie Z12,WPZK dolnoslaskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,516
C00275,DOC-WZK-02,plan_wojewodzki,,3. Zasady wspolpracy,WPZK dolnoslaskie - wspolpraca i lacznosc,260
C00276,DOC-WZK-04,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK kujawsko-pomorskie - charakterystyka,369
C00277,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z02,WPZK kujawsko-pomorskie - Powodz,486
C00278,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z07,WPZK kujawsko-pomorskie - Zaklocenie w systemie energetycznym,523
C00279,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z19,WPZK kujawsko-pomorskie - Silny mroz i intensywne opady sniegu,494
C00280,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z08,WPZK kujawsko-pomorskie - Silny wiatr,469
C00281,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z01,WPZK kujawsko-pomorskie - Epidemia,489
C00282,DOC-WZK-04,plan_wojewodzki,,2. Zagrozenie Z12,WPZK kujawsko-pomorskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,522
C00283,DOC-WZK-04,plan_wojewodzki,,3. Zasady wspolpracy,WPZK kujawsko-pomorskie - wspolpraca i lacznosc,266
C00284,DOC-WZK-06,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK lubelskie - charakterystyka,357
C00285,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z02,WPZK lubelskie - Powodz,477
C00286,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z07,WPZK lubelskie - Zaklocenie w systemie energetycznym,514
C00287,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z19,WPZK lubelskie - Silny mroz i intensywne opady sniegu,485
C00288,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z08,WPZK lubelskie - Silny wiatr,460
C00289,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z01,WPZK lubelskie - Epidemia,480
C00290,DOC-WZK-06,plan_wojewodzki,,2. Zagrozenie Z12,WPZK lubelskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,513
C00291,DOC-WZK-06,plan_wojewodzki,,3. Zasady wspolpracy,WPZK lubelskie - wspolpraca i lacznosc,257
C00292,DOC-WZK-08,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK lubuskie - charakterystyka,369
C00293,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z02,WPZK lubuskie - Powodz,476
C00294,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z07,WPZK lubuskie - Zaklocenie w systemie energetycznym,513
C00295,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z19,WPZK lubuskie - Silny mroz i intensywne opady sniegu,484
C00296,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z08,WPZK lubuskie - Silny wiatr,459
C00297,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z01,WPZK lubuskie - Epidemia,479
C00298,DOC-WZK-08,plan_wojewodzki,,2. Zagrozenie Z12,WPZK lubuskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,512
C00299,DOC-WZK-08,plan_wojewodzki,,3. Zasady wspolpracy,WPZK lubuskie - wspolpraca i lacznosc,256
C00300,DOC-WZK-10,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK lodzkie - charakterystyka,353
C00301,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z02,WPZK lodzkie - Powodz,475
C00302,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z07,WPZK lodzkie - Zaklocenie w systemie energetycznym,512
C00303,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z19,WPZK lodzkie - Silny mroz i intensywne opady sniegu,483
C00304,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z08,WPZK lodzkie - Silny wiatr,458
C00305,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z01,WPZK lodzkie - Epidemia,478
C00306,DOC-WZK-10,plan_wojewodzki,,2. Zagrozenie Z12,WPZK lodzkie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,511
C00307,DOC-WZK-10,plan_wojewodzki,,3. Zasady wspolpracy,WPZK lodzkie - wspolpraca i lacznosc,255
C00308,DOC-WZK-12,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK malopolskie - charakterystyka,359
C00309,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z02,WPZK malopolskie - Powodz,479
C00310,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z07,WPZK malopolskie - Zaklocenie w systemie energetycznym,516
C00311,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z19,WPZK malopolskie - Silny mroz i intensywne opady sniegu,487
C00312,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z08,WPZK malopolskie - Silny wiatr,462
C00313,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z01,WPZK malopolskie - Epidemia,482
C00314,DOC-WZK-12,plan_wojewodzki,,2. Zagrozenie Z12,WPZK malopolskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,515
C00315,DOC-WZK-12,plan_wojewodzki,,3. Zasady wspolpracy,WPZK malopolskie - wspolpraca i lacznosc,259
C00316,DOC-WZK-14,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK mazowieckie - charakterystyka,361
C00317,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z02,WPZK mazowieckie - Powodz,479
C00318,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z07,WPZK mazowieckie - Zaklocenie w systemie energetycznym,516
C00319,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z19,WPZK mazowieckie - Silny mroz i intensywne opady sniegu,487
C00320,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z08,WPZK mazowieckie - Silny wiatr,462
C00321,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z01,WPZK mazowieckie - Epidemia,482
C00322,DOC-WZK-14,plan_wojewodzki,,2. Zagrozenie Z12,WPZK mazowieckie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,515
C00323,DOC-WZK-14,plan_wojewodzki,,3. Zasady wspolpracy,WPZK mazowieckie - wspolpraca i lacznosc,259
C00324,DOC-WZK-16,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK opolskie - charakterystyka,355
C00325,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z02,WPZK opolskie - Powodz,476
C00326,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z07,WPZK opolskie - Zaklocenie w systemie energetycznym,513
C00327,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z19,WPZK opolskie - Silny mroz i intensywne opady sniegu,484
C00328,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z08,WPZK opolskie - Silny wiatr,459
C00329,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z01,WPZK opolskie - Epidemia,479
C00330,DOC-WZK-16,plan_wojewodzki,,2. Zagrozenie Z12,WPZK opolskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,512
C00331,DOC-WZK-16,plan_wojewodzki,,3. Zasady wspolpracy,WPZK opolskie - wspolpraca i lacznosc,256
C00332,DOC-WZK-18,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK podkarpackie - charakterystyka,361
C00333,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z02,WPZK podkarpackie - Powodz,480
C00334,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z07,WPZK podkarpackie - Zaklocenie w systemie energetycznym,517
C00335,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z19,WPZK podkarpackie - Silny mroz i intensywne opady sniegu,488
C00336,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z08,WPZK podkarpackie - Silny wiatr,463
C00337,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z01,WPZK podkarpackie - Epidemia,483
C00338,DOC-WZK-18,plan_wojewodzki,,2. Zagrozenie Z12,WPZK podkarpackie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,516
C00339,DOC-WZK-18,plan_wojewodzki,,3. Zasady wspolpracy,WPZK podkarpackie - wspolpraca i lacznosc,260
C00340,DOC-WZK-20,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK podlaskie - charakterystyka,360
C00341,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z02,WPZK podlaskie - Powodz,477
C00342,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z07,WPZK podlaskie - Zaklocenie w systemie energetycznym,514
C00343,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z19,WPZK podlaskie - Silny mroz i intensywne opady sniegu,485
C00344,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z08,WPZK podlaskie - Silny wiatr,460
C00345,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z01,WPZK podlaskie - Epidemia,480
C00346,DOC-WZK-20,plan_wojewodzki,,2. Zagrozenie Z12,WPZK podlaskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,513
C00347,DOC-WZK-20,plan_wojewodzki,,3. Zasady wspolpracy,WPZK podlaskie - wspolpraca i lacznosc,257
C00348,DOC-WZK-22,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK pomorskie - charakterystyka,357
C00349,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z02,WPZK pomorskie - Powodz,477
C00350,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z07,WPZK pomorskie - Zaklocenie w systemie energetycznym,514
C00351,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z19,WPZK pomorskie - Silny mroz i intensywne opady sniegu,485
C00352,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z08,WPZK pomorskie - Silny wiatr,460
C00353,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z01,WPZK pomorskie - Epidemia,480
C00354,DOC-WZK-22,plan_wojewodzki,,2. Zagrozenie Z12,WPZK pomorskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,513
C00355,DOC-WZK-22,plan_wojewodzki,,3. Zasady wspolpracy,WPZK pomorskie - wspolpraca i lacznosc,257
C00356,DOC-WZK-24,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK slaskie - charakterystyka,357
C00357,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z02,WPZK slaskie - Powodz,475
C00358,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z07,WPZK slaskie - Zaklocenie w systemie energetycznym,512
C00359,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z19,WPZK slaskie - Silny mroz i intensywne opady sniegu,483
C00360,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z08,WPZK slaskie - Silny wiatr,458
C00361,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z01,WPZK slaskie - Epidemia,478
C00362,DOC-WZK-24,plan_wojewodzki,,2. Zagrozenie Z12,WPZK slaskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,511
C00363,DOC-WZK-24,plan_wojewodzki,,3. Zasady wspolpracy,WPZK slaskie - wspolpraca i lacznosc,255
C00364,DOC-WZK-26,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK swietokrzyskie - charakterystyka,362
C00365,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z02,WPZK swietokrzyskie - Powodz,482
C00366,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z07,WPZK swietokrzyskie - Zaklocenie w systemie energetycznym,519
C00367,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z19,WPZK swietokrzyskie - Silny mroz i intensywne opady sniegu,490
C00368,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z08,WPZK swietokrzyskie - Silny wiatr,465
C00369,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z01,WPZK swietokrzyskie - Epidemia,485
C00370,DOC-WZK-26,plan_wojewodzki,,2. Zagrozenie Z12,WPZK swietokrzyskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,518
C00371,DOC-WZK-26,plan_wojewodzki,,3. Zasady wspolpracy,WPZK swietokrzyskie - wspolpraca i lacznosc,262
C00372,DOC-WZK-28,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK warminsko-mazurskie - charakterystyka,368
C00373,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z02,WPZK warminsko-mazurskie - Powodz,487
C00374,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z07,WPZK warminsko-mazurskie - Zaklocenie w systemie energetycznym,524
C00375,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z19,WPZK warminsko-mazurskie - Silny mroz i intensywne opady sniegu,495
C00376,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z08,WPZK warminsko-mazurskie - Silny wiatr,470
C00377,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z01,WPZK warminsko-mazurskie - Epidemia,490
C00378,DOC-WZK-28,plan_wojewodzki,,2. Zagrozenie Z12,WPZK warminsko-mazurskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,523
C00379,DOC-WZK-28,plan_wojewodzki,,3. Zasady wspolpracy,WPZK warminsko-mazurskie - wspolpraca i lacznosc,267
C00380,DOC-WZK-30,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK wielkopolskie - charakterystyka,361
C00381,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z02,WPZK wielkopolskie - Powodz,481
C00382,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z07,WPZK wielkopolskie - Zaklocenie w systemie energetycznym,518
C00383,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z19,WPZK wielkopolskie - Silny mroz i intensywne opady sniegu,489
C00384,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z08,WPZK wielkopolskie - Silny wiatr,464
C00385,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z01,WPZK wielkopolskie - Epidemia,484
C00386,DOC-WZK-30,plan_wojewodzki,,2. Zagrozenie Z12,WPZK wielkopolskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,517
C00387,DOC-WZK-30,plan_wojewodzki,,3. Zasady wspolpracy,WPZK wielkopolskie - wspolpraca i lacznosc,261
C00388,DOC-WZK-32,plan_wojewodzki,,1. Charakterystyka wojewodztwa,WPZK zachodniopomorskie - charakterystyka,368
C00389,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z02,WPZK zachodniopomorskie - Powodz,486
C00390,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z07,WPZK zachodniopomorskie - Zaklocenie w systemie energetycznym,523
C00391,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z19,WPZK zachodniopomorskie - Silny mroz i intensywne opady sniegu,494
C00392,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z08,WPZK zachodniopomorskie - Silny wiatr,469
C00393,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z01,WPZK zachodniopomorskie - Epidemia,489
C00394,DOC-WZK-32,plan_wojewodzki,,2. Zagrozenie Z12,WPZK zachodniopomorskie - Zaklocenie funkcjonowania systemow i uslug telekomunikacyjnych,522
C00395,DOC-WZK-32,plan_wojewodzki,,3. Zasady wspolpracy,WPZK zachodniopomorskie - wspolpraca i lacznosc,266
C00396,DOC-OL-02,plan_ol,,1. Ewakuacja ludnosci,Plan OL dolnoslaskie - Ewakuacja ludnosci,261
C00397,DOC-OL-02,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL dolnoslaskie - Schronienie i pomoc socjalna,276
C00398,DOC-OL-02,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL dolnoslaskie - Zaopatrzenie i rezerwy,181
C00399,DOC-OL-02,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL dolnoslaskie - Ostrzeganie i alarmowanie,218
C00400,DOC-OL-02,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL dolnoslaskie - Osoby wymagajace szczegolnego wsparcia,186
C00401,DOC-OL-02,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL dolnoslaskie - Odbudowa i powrot do normalnosci,178
C00402,DOC-OL-04,plan_ol,,1. Ewakuacja ludnosci,Plan OL kujawsko-pomorskie - Ewakuacja ludnosci,267
C00403,DOC-OL-04,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL kujawsko-pomorskie - Schronienie i pomoc socjalna,282
C00404,DOC-OL-04,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL kujawsko-pomorskie - Zaopatrzenie i rezerwy,187
C00405,DOC-OL-04,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL kujawsko-pomorskie - Ostrzeganie i alarmowanie,224
C00406,DOC-OL-04,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL kujawsko-pomorskie - Osoby wymagajace szczegolnego wsparcia,192
C00407,DOC-OL-04,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL kujawsko-pomorskie - Odbudowa i powrot do normalnosci,184
C00408,DOC-OL-06,plan_ol,,1. Ewakuacja ludnosci,Plan OL lubelskie - Ewakuacja ludnosci,258
C00409,DOC-OL-06,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL lubelskie - Schronienie i pomoc socjalna,273
C00410,DOC-OL-06,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL lubelskie - Zaopatrzenie i rezerwy,178
C00411,DOC-OL-06,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL lubelskie - Ostrzeganie i alarmowanie,215
C00412,DOC-OL-06,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL lubelskie - Osoby wymagajace szczegolnego wsparcia,183
C00413,DOC-OL-06,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL lubelskie - Odbudowa i powrot do normalnosci,175
C00414,DOC-OL-08,plan_ol,,1. Ewakuacja ludnosci,Plan OL lubuskie - Ewakuacja ludnosci,257
C00415,DOC-OL-08,plan_ol,,2. Schronienie i pomoc socjalna,Plan OL lubuskie - Schronienie i pomoc socjalna,272
C00416,DOC-OL-08,plan_ol,,3. Zaopatrzenie i rezerwy,Plan OL lubuskie - Zaopatrzenie i rezerwy,177
C00417,DOC-OL-08,plan_ol,,4. Ostrzeganie i alarmowanie,Plan OL lubuskie - Ostrzeganie i alarmowanie,214
C00418,DOC-OL-08,plan_ol,,5. Osoby wymagajace szczegolnego wsparcia,Plan OL lubuskie - Osoby wymagajace szczegolnego wsparcia,182
C00419,DOC-OL-08,plan_ol,,6. Odbudowa i powrot do normalnosci,Plan OL lubuskie - Odbudowa i powrot do normalnosci,174
